HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.ControL @CopyRight 赵子祯
Time	HSSBrTqC  	YawMomCom 	
(s)	(kN-m)    	(kN-m)    	
36.650000	0.000000	348525.683593	
36.700000	0.000000	347843.957796	
36.750000	0.000000	346905.074859	
36.800000	0.000000	345998.646327	
36.850000	0.000000	345325.730012	
36.900000	0.000000	345072.618296	
36.950000	0.000000	345356.391106	
37.000000	0.000000	346164.370900	
37.050000	0.000000	347319.077915	
37.100000	0.000000	348575.811468	
37.150000	0.000000	349602.543267	
37.200000	0.000000	350025.574152	
37.250000	0.000000	349499.076270	
37.300000	0.000000	347738.409772	
37.350000	0.000000	344628.085347	
37.400000	0.000000	340172.015836	
37.450000	0.000000	334503.931640	
37.500000	0.000000	327940.785132	
37.550000	0.000000	320839.689832	
37.600000	0.000000	313631.349293	
37.650000	0.000000	306758.758731	
37.700000	0.000000	300537.692792	
37.750000	0.000000	295251.879800	
37.800000	0.000000	291057.185848	
37.850000	0.000000	287939.594409	
37.900000	0.000000	285760.200709	
37.950000	0.000000	284298.963458	
38.000000	0.000000	283277.517518	
38.050000	0.000000	282390.305927	
38.100000	0.000000	281354.489550	
38.150000	0.000000	279958.615004	
38.200000	0.000000	278083.421777	
38.250000	0.000000	275683.551552	
38.300000	0.000000	272861.583338	
38.350000	0.000000	269759.976860	
38.400000	0.000000	266556.485204	
38.450000	0.000000	263433.450203	
38.500000	0.000000	260607.896952	
38.550000	0.000000	258228.408750	
