Time	 FAIRTEN1	 FAIRTEN2	 ANCHTEN1	 CON2PX	 CON2PY	 CON2FZ	 
(s)	 (N)     	 (N)     	 (N)     	 (m)     	 (m)     	 (N)     	 
404.7	 724738	 1.00346e+006	 553262	 -426.94	 739.47	 -15782.3	 
404.683	 725713	 1.00803e+006	 553363	 -426.94	 739.47	 -15782.3	 
404.717	 728969	 1.00249e+006	 553565	 -426.94	 739.47	 -15782.3	 
404.75	 725365	 1.00369e+006	 553869	 -426.94	 739.47	 -15782.3	 
404.733	 726568	 1.00784e+006	 553973	 -426.94	 739.47	 -15782.3	 
404.767	 729617	 1.00267e+006	 554185	 -426.94	 739.47	 -15782.3	 
404.8	 726102	 1.00385e+006	 554517	 -426.94	 739.47	 -15782.3	 
404.783	 727480	 1.00759e+006	 554633	 -426.94	 739.47	 -15782.3	 
404.817	 730315	 1.00281e+006	 554871	 -426.94	 739.47	 -15782.3	 
404.85	 726878	 1.00396e+006	 555246	 -426.94	 739.47	 -15782.3	 
404.833	 728355	 1.00724e+006	 555377	 -426.94	 739.47	 -15782.3	 
404.867	 731008	 1.00289e+006	 555645	 -426.94	 739.47	 -15782.3	 
404.9	 727657	 1.00394e+006	 556056	 -426.94	 739.47	 -15782.3	 
404.883	 729151	 1.00683e+006	 556197	 -426.94	 739.47	 -15782.3	 
404.917	 731684	 1.00282e+006	 556478	 -426.94	 739.47	 -15782.3	 
404.95	 728428	 1.00378e+006	 556898	 -426.94	 739.47	 -15782.3	 
404.933	 729858	 1.00635e+006	 557038	 -426.94	 739.47	 -15782.3	 
404.967	 732346	 1.00266e+006	 557317	 -426.94	 739.47	 -15782.3	 
405	 729168	 1.00355e+006	 557727	 -426.94	 739.47	 -15782.3	 
404.983	 730507	 1.00581e+006	 557862	 -426.94	 739.47	 -15782.3	 
405.017	 732938	 1.00243e+006	 558128	 -426.94	 739.47	 -15782.3	 
405.05	 729852	 1.00327e+006	 558510	 -426.94	 739.47	 -15782.2	 
405.033	 731101	 1.00516e+006	 558634	 -426.94	 739.47	 -15782.2	 
405.067	 733449	 1.00214e+006	 558873	 -426.94	 739.47	 -15782.2	 
405.1	 730449	 1.00288e+006	 559207	 -426.94	 739.47	 -15782.2	 
405.083	 731648	 1.00445e+006	 559312	 -426.94	 739.47	 -15782.2	 
405.117	 733868	 1.00175e+006	 559511	 -426.94	 739.47	 -15782.2	 
405.15	 730987	 1.00243e+006	 559776	 -426.94	 739.47	 -15782.2	 
405.133	 732112	 1.00371e+006	 559856	 -426.94	 739.47	 -15782.2	 
405.167	 734256	 1.00136e+006	 560001	 -426.94	 739.47	 -15782.2	 
405.2	 731491	 1.00201e+006	 560180	 -426.94	 739.47	 -15782.1	 
405.183	 732512	 1.00295e+006	 560230	 -426.94	 739.47	 -15782.1	 
405.217	 734612	 1.00097e+006	 560315	 -426.94	 739.47	 -15782.1	 
405.25	 731933	 1.00157e+006	 560405	 -426.94	 739.47	 -15782.1	 
405.233	 732814	 1.00216e+006	 560428	 -426.94	 739.47	 -15782.1	 
405.267	 734863	 1.00051e+006	 560462	 -426.94	 739.47	 -15782.1	 
405.3	 732226	 1.00105e+006	 560495	 -426.94	 739.47	 -15782.1	 
405.283	 732993	 1.00134e+006	 560503	 -426.94	 739.47	 -15782.1	 
405.317	 734948	 1e+006	 560516	 -426.94	 739.47	 -15782	 
405.35	 732306	 1.00053e+006	 560528	 -426.94	 739.47	 -15782	 
405.333	 733012	 1.00053e+006	 560532	 -426.94	 739.47	 -15782	 
405.367	 734792	 999559	 560535	 -426.94	 739.47	 -15782	 
405.4	 732147	 1.00014e+006	 560526	 -426.94	 739.47	 -15782	 
405.383	 732874	 999741	 560518	 -426.94	 739.47	 -15782	 
405.417	 734437	 999273	 560490	 -426.94	 739.47	 -15782	 
405.45	 731813	 999909	 560417	 -426.94	 739.47	 -15782	 
405.433	 732599	 998983	 560385	 -426.94	 739.47	 -15781.9	 
405.467	 733961	 999096	 560305	 -426.94	 739.47	 -15781.9	 
405.5	 731349	 999718	 560150	 -426.94	 739.47	 -15781.9	 
405.483	 732288	 998300	 560090	 -426.94	 739.47	 -15781.9	 
405.517	 733403	 998919	 559956	 -426.94	 739.47	 -15781.9	 
405.55	 730792	 999531	 559727	 -426.94	 739.47	 -15781.9	 
405.533	 731953	 997663	 559644	 -426.94	 739.47	 -15781.9	 
405.567	 732771	 998760	 559470	 -426.94	 739.47	 -15781.9	 
405.6	 730145	 999443	 559191	 -426.94	 739.47	 -15781.9	 
405.583	 731639	 997099	 559094	 -426.94	 739.47	 -15781.9	 
405.617	 732043	 998721	 558897	 -426.94	 739.47	 -15781.9	 
405.65	 729390	 999513	 558592	 -426.94	 739.47	 -15781.9	 
405.633	 731289	 996595	 558489	 -426.94	 739.47	 -15781.9	 
405.667	 731243	 998878	 558280	 -426.94	 739.47	 -15781.9	 
405.7	 728570	 999768	 557963	 -426.94	 739.47	 -15781.9	 
405.683	 730880	 996180	 557857	 -426.94	 739.47	 -15781.9	 
405.717	 730436	 999197	 557643	 -426.94	 739.47	 -15781.9	 
405.75	 727767	 1.00014e+006	 557322	 -426.94	 739.47	 -15781.9	 
405.733	 730427	 995913	 557216	 -426.94	 739.47	 -15781.9	 
405.767	 729679	 999578	 557004	 -426.94	 739.47	 -15781.9	 
405.8	 727001	 1.00056e+006	 556691	 -426.94	 739.47	 -15781.9	 
405.783	 730006	 995814	 556589	 -426.94	 739.47	 -15781.9	 
405.817	 728950	 999990	 556388	 -426.94	 739.47	 -15781.9	 
405.85	 726246	 1.00105e+006	 556101	 -426.94	 739.47	 -15781.9	 
405.833	 729590	 995766	 556010	 -426.94	 739.47	 -15781.9	 
405.867	 728216	 1.00046e+006	 555837	 -426.94	 739.47	 -15781.9	 
405.9	 725516	 1.00163e+006	 555601	 -426.94	 739.47	 -15781.9	 
405.883	 729227	 995787	 555529	 -426.94	 739.47	 -15781.9	 
405.917	 727520	 1.00105e+006	 555394	 -426.94	 739.47	 -15781.9	 
405.95	 724863	 1.00229e+006	 555212	 -426.94	 739.47	 -15781.9	 
405.933	 728901	 995881	 555157	 -426.94	 739.47	 -15781.9	 
405.967	 726915	 1.0017e+006	 555048	 -426.94	 739.47	 -15781.9	 
406	 724348	 1.00298e+006	 554889	 -426.94	 739.47	 -15781.9	 
405.983	 728623	 996066	 554836	 -426.94	 739.47	 -15781.9	 
406.017	 726457	 1.00237e+006	 554730	 -426.94	 739.47	 -15782	 
406.05	 723979	 1.00371e+006	 554571	 -426.94	 739.47	 -15782	 
406.033	 728464	 996362	 554521	 -426.94	 739.47	 -15782	 
406.067	 726141	 1.00308e+006	 554423	 -426.94	 739.47	 -15782	 
406.1	 723734	 1.00448e+006	 554293	 -426.94	 739.47	 -15782	 
406.083	 728440	 996702	 554255	 -426.94	 739.47	 -15782	 
406.117	 725924	 1.00383e+006	 554189	 -426.94	 739.47	 -15782	 
406.15	 723574	 1.00529e+006	 554115	 -426.94	 739.47	 -15782	 
